trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9950124791926823}",30,0,-299.0892371429312,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 6}",0
2,False,"{'a': 0.5, 'e': 0.9900498337491681}",30,0,-274.61298773785677,"{0: 13, 1: 4, 2: 7, 3: 2, 4: 4}",0
3,False,"{'a': 0.5, 'e': 0.9851119396030626}",20,0,-57.58260931232649,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9801986733067553}",25,0,-180.87766388305045,"{0: 12, 1: 6, 2: 3, 3: 1, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9753099120283326}",25,5,-103.14645172323577,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
6,False,"{'a': 0.5, 'e': 0.9704455335485082}",25,0,-157.9560272093757,"{0: 12, 1: 0, 2: 11, 3: 1, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9656054162575665}",20,0,-65.86143795712287,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9607894391523232}",20,0,-81.81365121389963,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9559974818331}",20,1,-11.273625601777253,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.951229424500714}",25,0,-97.16773903231302,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9464851479534838}",25,0,-67.6563681499727,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9417645335842487}",20,0,-91.45442673882711,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.9370674633774034}",25,0,-168.26207478716017,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,9,-34.68933599691401,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.9277434863285529}",20,0,-129.61107798907182,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9231163463866358}",20,0,-118.6051250391125,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9185122844014574}",20,12,-1.8866325321194166,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-131.28403050126474,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9093729344682314}",20,0,-58.920149947986154,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.9048374180359595}",30,4,-112.72244399560665,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 2}",1
21,False,"{'a': 0.5, 'e': 0.9003245225862656}",25,0,-175.07734747929186,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8958341352965282}",25,0,-130.367849200545,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.8913661439068313}",35,0,-153.64116583669843,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.8869204367171575}",25,0,-128.3090752673613,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",1
25,False,"{'a': 0.5, 'e': 0.8824969025845955}",25,0,-88.07879138160052,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.8780954309205613}",20,1,-149.70572871684547,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 3}",1
27,False,"{'a': 0.5, 'e': 0.8737159116880344}",20,0,-105.86220496888862,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.8693582353988059}",20,0,-92.57055644046423,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.8650222931107413}",20,0,-153.85435107807845,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8607079764250578}",20,0,-85.89274853579137,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.8564151774836135}",20,0,-67.59005104493593,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.8521437889662113}",30,0,-162.19981705482107,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
33,False,"{'a': 0.5, 'e': 0.8478937040879159}",25,7,-125.40018346732433,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
34,False,"{'a': 0.5, 'e': 0.8436648165963837}",30,1,-109.67084291482578,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.8394570207692074}",20,0,-87.78936145284105,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.835270211411272}",30,0,-53.824446004868946,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.8311042838521256}",25,0,-136.75947391133886,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.8269591339433623}",20,0,-107.2007972688226,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.8228346580560184}",20,6,-77.66182210956002,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.8187307530779818}",35,0,-282.449710540596,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 5}",0
41,False,"{'a': 0.5, 'e': 0.8146473164114145}",25,0,-127.92485741463166,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.8105842459701871}",35,0,-95.51011482928565,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.8065414401773269}",25,2,-76.67186025004713,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
44,False,"{'a': 0.5, 'e': 0.8025187979624785}",20,0,-75.8455693550895,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.7985162187593771}",35,21,-55.734211346601114,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.794533602503334}",20,9,-93.81623559513528,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
47,False,"{'a': 0.5, 'e': 0.7905708496287356}",25,0,-18.112844234579477,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.7866278610665535}",20,0,7.047915349593094,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.7827045382418681}",20,14,0.28070474518607647,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.7788007830714049}",25,0,-80.92129052807826,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.774916497961081}",20,7,-6.448551567163187,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.7710515858035663}",25,17,16.459792022497446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.7672059499758557}",20,3,-29.866133843484107,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.5, 'e': 0.7633794943368531}",25,0,-171.88296596457488,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
55,False,"{'a': 0.5, 'e': 0.7595721232249685}",25,7,-47.131028938258304,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.7557837414557255}",25,0,-104.37125793293103,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.7520142543193826}",20,0,-100.62184946882527,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,0,-73.56039658370341,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.7445315874659094}",20,0,-151.42182951133128,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
60,False,"{'a': 0.5, 'e': 0.7408182206817179}",20,0,-37.33186236770482,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.7371233743916278}",20,0,-100.01789344580436,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.7334469562242892}",30,8,-107.60474411527906,"{0: 13, 1: 0, 2: 7, 3: 1, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.7297888742690568}",30,0,-67.59534140193593,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.7261490370736909}",20,7,-36.11261839716416,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.7225273536420722}",30,9,-87.16735230994622,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.7189237334319262}",25,0,-18.465896631400163,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.7153380863525599}",20,0,-132.43996202719396,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,13,-32.08890932965242,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.7082203534678}",20,0,-176.91972565375497,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
70,False,"{'a': 0.5, 'e': 0.7046880897187134}",30,0,-73.89071145118594,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.7011734432085724}",20,0,-107.36121048794327,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.697676326071031}",25,0,-93.19727471574464,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.6941966508779789}",25,10,2.116763122840496,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.6907343306373547}",20,0,-33.89397907394594,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.6872892787909722}",20,0,6.421205578477882,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.6838614092123558}",30,3,-61.8491442077632,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.6804506362045877}",25,0,-49.23832314247112,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.6770568744981647}",25,15,1.6912222667595351,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.6736800392488677}",30,0,-5.129415596186227,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,9,-54.22768253255953,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.6669768108584744}",20,0,-14.685776739701858,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.6636502501363194}",25,7,-50.87776410680325,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.6603402807049829}",25,16,-0.8368311641871999,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.6570468198150567}",25,15,-5.461135349983236,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.6537697851298473}",20,2,-72.85631689892791,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,0,-16.809576026781194,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.6472646670780347}",30,12,-38.94518806829366,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.6440364210831414}",25,0,-11.231163862501054,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.6408242760323187}",25,0,-154.8377956849055,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 3}",0
90,False,"{'a': 0.5, 'e': 0.6376281516217733}",25,0,-163.48853107288414,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
91,False,"{'a': 0.5, 'e': 0.6344479679482282}",25,10,-10.236484034923595,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.631283645506926}",25,2,-72.98759550536737,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.6281351051896408}",25,0,-207.27840815236175,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 4}",0
94,False,"{'a': 0.5, 'e': 0.6250022682827008}",20,11,-7.203186619092201,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.62188505646502}",20,0,-24.634534800827232,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,0,-75.68502008405515,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.6156971967642851}",35,21,-11.612423998353057,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.6126263941844161}",25,0,-67.47473643951186,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.6095709072963093}",35,0,-88.79076483510441,"{0: 26, 1: 1, 2: 5, 3: 3, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,14,8.943407079401528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.6035055754270405}",25,0,-111.1570486312581,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
102,False,"{'a': 0.5, 'e': 0.6004955788122659}",20,7,-13.926502756960765,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.5975005946182375}",30,1,-57.49108630070466,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.5945205479701944}",30,0,-34.86475375465203,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.5915553643668151}",35,5,-175.95376633328476,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",1
106,False,"{'a': 0.5, 'e': 0.5886049696783552}",25,8,-43.53813016615797,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.5856692901447937}",20,0,-106.94785452720124,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.5827482523739896}",30,7,-86.70202296549868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 3}",1
109,False,"{'a': 0.5, 'e': 0.5798417833398464}",25,0,-86.25803155854787,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,15,4.1605820858525595,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.574072261196436}",25,0,-143.95505396435715,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 3}",0
112,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,8,9.687643106315672,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.5683601467575404}",30,0,-55.528733888560446,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.5655254386995371}",20,2,-7.472537890234124,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.5627048688069557}",20,1,-84.40090111272185,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.559898366565402}",25,0,-123.3290230653815,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.5571058618121739}",20,0,-52.46046640168613,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.5543272847345071}",25,0,-25.149215000953596,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.5515625658678298}",25,0,-60.53153020628494,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,2,-28.973669261577115,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.5460744266397094}",20,0,-140.5260525358434,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.5433508690744998}",20,13,13.161398053645357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.5406408953093166}",25,0,-45.377131396885126,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.5379444375946745}",20,0,-63.300201865223414,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.5352614285189903}",20,0,-13.264527689189158,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.5325918010068972}",30,15,-9.796107583443382,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.5299354883175685}",25,10,-8.000356377371684,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.5272924240430485}",25,12,-12.918904305679169,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.5246625421065929}",20,0,-70.31217439516784,"{0: 13, 1: 3, 2: 1, 3: 3, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.522045776761016}",25,0,2.6570899491567666,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.5194420625870482}",30,0,0.4430096448819568,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.5168513344916992}",30,11,-67.96206900815592,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 2}",1
133,False,"{'a': 0.5, 'e': 0.5142735277066319}",25,9,12.297275651406146,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5117085777865424}",20,0,-25.34165162630454,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.5091564206075492}",30,0,-89.71094902628602,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.5066169923655895}",20,0,-15.693281158456985,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.5040902295748255}",20,0,-44.58646452644317,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.5015760690660555}",20,16,5.554791210673955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.49907444798513595}",20,0,-122.14748282154575,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.49658530379140947}",20,6,-32.61734125697004,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.4941085742561417}",30,16,-71.01694744189767,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.4916441974609651}",20,9,4.990302861383052,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.48919211179633154}",20,10,16.72742100595881,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,5,16.978941757665527,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.48432456895536247}",20,11,2.6455241057032297,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,6,-70.59428400844455,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.4795054589748941}",20,5,-72.27520266043534,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.4771139155210344}",20,8,-15.713187412199243,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.4747342999399124}",20,0,2.012981851246145,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.4723665527410147}",35,8,-47.81155516789714,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.47001061473053796}",30,0,-25.549241058503362,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.46766642700990924}",25,11,3.2477525273219534,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.4653339309743134}",20,8,-1.7077439789888385,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.46301306831122807}",25,7,-3.583090045027504,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.4607037809989658}",25,0,-40.63390461539272,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.4584060113052235}",20,0,-65.21274990534849,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.4561197017856392}",20,15,10.89512140833539,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.45384479528235583}",25,11,5.641480783322839,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.4515812349225922}",25,11,10.855171416582959,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,1,-73.67442750797179,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.4470879265593564}",20,10,-100.77105053042098,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 2}",1
162,False,"{'a': 0.5, 'e': 0.4448580662229411}",20,0,-1.5276729271479237,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.4426393273613511}",30,0,29.435899346956113,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.44043165450599925}",25,7,-4.496950269389083,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.4382349924649492}",30,5,27.49700685781134,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.43604928632153556}",30,0,-102.55142439497577,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.4338744814329909}",25,5,2.782778496526247,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.43171052342907973}",20,6,18.513841324931494,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.42955735821073915}",20,0,-49.49687728106433,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.4274149319487267}",25,0,-65.73504749716717,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.42528319108227414}",20,0,-41.05664894333608,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.4231620823177488}",20,6,28.559334823233343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.4210515526273212}",20,0,-98.65162962659294,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.418951549247639}",20,13,-13.843794922712876,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.4168620196785084}",30,19,9.99246388661723,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.4147829116815814}",20,0,-47.22114950425299,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.4127141732790497}",25,0,-13.956673911001939,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,0,18.620214884513558,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.40860759864084845}",20,1,-62.786597106784534,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,1,-2.282783589253323,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.4045418851030188}",30,0,-8.596715411562547,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.40252422403363597}",30,15,-7.561530244220663,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.4005166260908188}",25,0,-43.298156490246065,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.39851904108451414}",20,1,16.49678577075165,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
